timestamp,date,month,region,site_id,service_type,latency_ms,packet_loss_rate,jitter_ms,bandwidth_utilization,availability_percentage,quality_score
2026-01-01T00:00:00,2026-01-01,2026-01,Makassar,SITE-0025,IPTV,49.53,0.0,4.8,62.44,98.429,86.73
2026-01-01T18:00:00,2026-01-01,2026-01,Semarang,SITE-0026,Enterprise VPN,34.51,0.0,0.5,63.15,99.531,93.51
2026-01-01T06:00:00,2026-01-01,2026-01,Yogyakarta,SITE-0027,IPTV,40.24,0.752,6.71,46.66,99.099,83.05
2026-01-01T12:00:00,2026-01-01,2026-01,Denpasar,SITE-0028,Voice,41.95,0.741,12.4,41.48,98.529,78.29
2026-01-01T12:00:00,2026-01-01,2026-01,Palembang,SITE-0029,Voice,30.41,0.328,6.2,50.31,98.458,86.86
2026-01-01T12:00:00,2026-01-01,2026-01,Balikpapan,SITE-0030,Enterprise VPN,36.39,0.546,5.89,54.86,99.113,85.84
2026-01-01T00:00:00,2026-01-01,2026-01,Jakarta,SITE-0031,Cloud Connectivity,35.17,0.836,8.86,47.65,99.205,82.11
2026-01-01T00:00:00,2026-01-01,2026-01,Bandung,SITE-0032,Enterprise VPN,53.28,0.148,2.57,57.35,98.6,86.61
2026-01-01T18:00:00,2026-01-01,2026-01,Surabaya,SITE-0033,Voice,41.86,0.684,8.6,56.34,98.246,80.0
2026-01-01T06:00:00,2026-01-01,2026-01,Medan,SITE-0034,Mobile Broadband,29.94,0.049,6.08,56.59,98.451,89.23
2026-01-01T00:00:00,2026-01-01,2026-01,Makassar,SITE-0035,Mobile Broadband,35.27,0.172,2.1,72.76,99.863,91.12
2026-01-01T18:00:00,2026-01-01,2026-01,Semarang,SITE-0036,Enterprise VPN,30.81,0.713,5.98,64.19,98.285,83.31
2026-01-01T06:00:00,2026-01-01,2026-01,Yogyakarta,SITE-0037,Cloud Connectivity,31.6,0.652,4.53,70.0,98.801,86.01
2026-01-01T06:00:00,2026-01-01,2026-01,Denpasar,SITE-0038,Enterprise VPN,9.2,0.089,4.65,68.82,99.679,95.07
2026-01-01T06:00:00,2026-01-01,2026-01,Palembang,SITE-0039,IPTV,37.53,0.611,8.11,63.52,98.483,82.34
2026-01-01T12:00:00,2026-01-01,2026-01,Balikpapan,SITE-0040,Voice,12.14,0.08,7.66,63.91,99.917,92.96
2026-01-01T06:00:00,2026-01-01,2026-01,Jakarta,SITE-0041,Cloud Connectivity,29.79,0.0,3.36,54.84,99.628,92.79
2026-01-01T06:00:00,2026-01-01,2026-01,Bandung,SITE-0042,Voice,15.48,0.524,0.5,67.77,98.774,92.07
2026-01-01T12:00:00,2026-01-01,2026-01,Surabaya,SITE-0043,Cloud Connectivity,49.42,0.565,7.6,73.07,99.309,82.4
2026-01-01T06:00:00,2026-01-01,2026-01,Medan,SITE-0044,Cloud Connectivity,14.7,0.506,5.75,76.05,98.304,87.57
2026-01-01T18:00:00,2026-01-01,2026-01,Makassar,SITE-0045,Fiber Internet,24.13,0.943,9.77,69.35,99.73,82.74
2026-01-01T00:00:00,2026-01-01,2026-01,Semarang,SITE-0046,Cloud Connectivity,18.13,0.765,6.96,62.93,98.975,86.72
2026-01-01T18:00:00,2026-01-01,2026-01,Yogyakarta,SITE-0047,Mobile Broadband,27.66,0.066,3.84,64.51,99.99,92.38
2026-01-01T06:00:00,2026-01-01,2026-01,Denpasar,SITE-0048,Voice,25.09,0.0,2.0,49.82,98.943,94.21
2026-01-01T12:00:00,2026-01-01,2026-01,Palembang,SITE-0049,IPTV,24.15,0.315,9.33,52.15,98.961,87.88
2026-01-01T06:00:00,2026-01-01,2026-01,Balikpapan,SITE-0050,Cloud Connectivity,16.54,0.0,6.71,60.73,99.304,93.33
2026-01-08T00:00:00,2026-01-08,2026-01,Jakarta,SITE-0001,IPTV,41.32,0.334,12.27,68.17,98.607,81.97
2026-01-08T18:00:00,2026-01-08,2026-01,Bandung,SITE-0002,Mobile Broadband,32.67,0.414,6.01,45.74,98.835,87.0
2026-01-08T12:00:00,2026-01-08,2026-01,Surabaya,SITE-0003,Fiber Internet,50.06,0.0,8.35,55.65,99.028,86.4
2026-01-08T06:00:00,2026-01-08,2026-01,Medan,SITE-0004,IPTV,30.94,0.395,6.67,64.83,97.993,84.58
2026-01-08T00:00:00,2026-01-08,2026-01,Makassar,SITE-0005,Fiber Internet,34.37,0.0,4.44,46.4,98.416,89.62
2026-01-08T12:00:00,2026-01-08,2026-01,Semarang,SITE-0006,Cloud Connectivity,35.64,0.254,5.34,60.34,98.503,87.13
2026-01-08T06:00:00,2026-01-08,2026-01,Yogyakarta,SITE-0007,IPTV,29.33,0.307,9.55,66.25,98.539,85.62
2026-01-08T18:00:00,2026-01-08,2026-01,Denpasar,SITE-0008,Fiber Internet,20.24,0.363,4.65,64.11,99.99,90.89
2026-01-08T00:00:00,2026-01-08,2026-01,Palembang,SITE-0009,IPTV,28.26,0.524,0.88,57.77,98.208,87.86
2026-01-08T12:00:00,2026-01-08,2026-01,Balikpapan,SITE-0010,Cloud Connectivity,23.88,0.548,9.18,56.6,98.556,84.94
2026-01-08T12:00:00,2026-01-08,2026-01,Jakarta,SITE-0011,Cloud Connectivity,18.53,0.881,7.29,73.34,99.29,85.6
2026-01-08T12:00:00,2026-01-08,2026-01,Bandung,SITE-0012,Fiber Internet,45.12,0.589,4.65,67.51,98.631,83.5
2026-01-08T06:00:00,2026-01-08,2026-01,Surabaya,SITE-0013,Mobile Broadband,37.71,0.0,1.39,65.99,98.07,89.66
2026-01-08T12:00:00,2026-01-08,2026-01,Medan,SITE-0014,Voice,29.2,0.615,5.96,70.0,99.102,86.55
2026-01-08T00:00:00,2026-01-08,2026-01,Makassar,SITE-0015,Mobile Broadband,50.23,0.0,11.34,58.65,98.772,84.04
2026-01-08T06:00:00,2026-01-08,2026-01,Semarang,SITE-0016,Enterprise VPN,26.71,0.098,2.65,46.98,99.243,92.95
2026-01-08T12:00:00,2026-01-08,2026-01,Yogyakarta,SITE-0017,IPTV,33.02,0.458,3.55,59.95,99.823,88.44
2026-01-08T06:00:00,2026-01-08,2026-01,Denpasar,SITE-0018,Cloud Connectivity,32.93,0.547,6.27,48.54,99.126,86.25
2026-01-08T18:00:00,2026-01-08,2026-01,Palembang,SITE-0019,Enterprise VPN,35.17,0.805,8.81,67.08,98.919,82.14
2026-01-08T18:00:00,2026-01-08,2026-01,Balikpapan,SITE-0020,Mobile Broadband,43.03,0.466,4.76,62.67,98.815,85.35
2026-01-08T06:00:00,2026-01-08,2026-01,Jakarta,SITE-0021,Enterprise VPN,29.5,0.22,4.97,55.0,97.808,86.63
2026-01-08T00:00:00,2026-01-08,2026-01,Bandung,SITE-0022,Mobile Broadband,11.06,0.533,4.42,55.38,97.903,88.03
2026-01-08T12:00:00,2026-01-08,2026-01,Surabaya,SITE-0023,Cloud Connectivity,37.76,0.772,4.08,57.65,98.578,83.51
2026-01-08T06:00:00,2026-01-08,2026-01,Medan,SITE-0024,Voice,24.42,1.036,7.48,53.68,99.593,83.2
2026-01-08T18:00:00,2026-01-08,2026-01,Makassar,SITE-0025,IPTV,32.76,0.483,7.86,53.31,98.29,83.79
2026-01-08T18:00:00,2026-01-08,2026-01,Semarang,SITE-0026,Enterprise VPN,39.79,0.0,0.56,47.09,99.738,92.53
2026-01-08T18:00:00,2026-01-08,2026-01,Yogyakarta,SITE-0027,IPTV,53.17,0.509,5.45,63.62,99.317,83.36
2026-01-08T12:00:00,2026-01-08,2026-01,Denpasar,SITE-0028,Voice,37.61,0.0,5.62,61.36,99.403,90.14
2026-01-08T12:00:00,2026-01-08,2026-01,Palembang,SITE-0029,Voice,19.04,0.0,7.89,60.44,99.743,92.24
2026-01-08T00:00:00,2026-01-08,2026-01,Balikpapan,SITE-0030,Enterprise VPN,27.37,0.423,3.22,70.91,99.748,89.92
2026-01-08T00:00:00,2026-01-08,2026-01,Jakarta,SITE-0031,Cloud Connectivity,36.06,0.271,9.63,52.2,98.339,84.06
2026-01-08T18:00:00,2026-01-08,2026-01,Bandung,SITE-0032,Enterprise VPN,25.16,0.901,5.72,69.41,98.493,83.59
2026-01-08T06:00:00,2026-01-08,2026-01,Surabaya,SITE-0033,Voice,22.47,0.0,0.5,66.29,99.084,95.68
2026-01-08T06:00:00,2026-01-08,2026-01,Medan,SITE-0034,Mobile Broadband,19.88,0.0,3.75,63.06,98.548,93.0
2026-01-08T12:00:00,2026-01-08,2026-01,Makassar,SITE-0035,Mobile Broadband,48.19,0.672,0.86,61.25,98.819,84.93
2026-01-08T00:00:00,2026-01-08,2026-01,Semarang,SITE-0036,Enterprise VPN,26.41,0.0,1.82,59.52,99.205,94.24
2026-01-08T12:00:00,2026-01-08,2026-01,Yogyakarta,SITE-0037,Cloud Connectivity,17.87,0.257,1.84,35.99,99.185,93.71
2026-01-08T00:00:00,2026-01-08,2026-01,Denpasar,SITE-0038,Enterprise VPN,37.51,0.289,7.68,59.3,99.606,86.71
2026-01-08T06:00:00,2026-01-08,2026-01,Palembang,SITE-0039,IPTV,30.85,0.56,8.09,71.42,98.847,85.06
2026-01-08T12:00:00,2026-01-08,2026-01,Balikpapan,SITE-0040,Voice,26.46,0.021,2.79,49.29,99.107,93.53
2026-01-08T06:00:00,2026-01-08,2026-01,Jakarta,SITE-0041,Cloud Connectivity,17.93,0.541,6.26,72.55,98.396,87.19
2026-01-08T12:00:00,2026-01-08,2026-01,Bandung,SITE-0042,Voice,16.85,0.081,6.6,52.58,98.888,92.35
2026-01-08T18:00:00,2026-01-08,2026-01,Surabaya,SITE-0043,Cloud Connectivity,41.74,0.261,4.22,69.32,99.11,88.07
2026-01-08T06:00:00,2026-01-08,2026-01,Medan,SITE-0044,Cloud Connectivity,31.83,0.024,7.76,56.01,99.363,89.81
2026-01-08T18:00:00,2026-01-08,2026-01,Makassar,SITE-0045,Fiber Internet,28.13,0.03,10.17,57.23,99.208,89.1
2026-01-08T00:00:00,2026-01-08,2026-01,Semarang,SITE-0046,Cloud Connectivity,32.72,0.836,6.51,58.45,99.99,83.84
2026-01-08T00:00:00,2026-01-08,2026-01,Yogyakarta,SITE-0047,Mobile Broadband,13.69,0.0,8.72,68.01,99.256,92.74
2026-01-08T18:00:00,2026-01-08,2026-01,Denpasar,SITE-0048,Voice,30.04,0.365,7.62,70.81,99.479,87.48
2026-01-08T06:00:00,2026-01-08,2026-01,Palembang,SITE-0049,IPTV,32.28,0.264,7.25,66.49,99.456,88.09
2026-01-08T00:00:00,2026-01-08,2026-01,Balikpapan,SITE-0050,Cloud Connectivity,24.4,0.537,1.91,57.78,98.999,90.26
2026-01-15T00:00:00,2026-01-15,2026-01,Jakarta,SITE-0001,IPTV,19.56,0.591,1.77,58.38,99.99,90.77
2026-01-15T18:00:00,2026-01-15,2026-01,Bandung,SITE-0002,Mobile Broadband,32.24,0.204,3.76,61.27,98.767,89.8
2026-01-15T00:00:00,2026-01-15,2026-01,Surabaya,SITE-0003,Fiber Internet,24.99,0.478,5.31,76.94,99.981,87.89
2026-01-15T18:00:00,2026-01-15,2026-01,Medan,SITE-0004,IPTV,23.06,0.458,4.35,55.22,98.992,89.77
2026-01-15T06:00:00,2026-01-15,2026-01,Makassar,SITE-0005,Fiber Internet,25.21,0.0,8.29,57.98,98.921,90.67
2026-01-15T12:00:00,2026-01-15,2026-01,Semarang,SITE-0006,Cloud Connectivity,17.65,0.18,0.5,57.34,98.893,94.79
2026-01-15T12:00:00,2026-01-15,2026-01,Yogyakarta,SITE-0007,IPTV,34.3,0.684,1.3,78.62,99.538,86.01
2026-01-15T00:00:00,2026-01-15,2026-01,Denpasar,SITE-0008,Fiber Internet,27.05,0.0,0.5,63.76,98.342,92.88
2026-01-15T18:00:00,2026-01-15,2026-01,Palembang,SITE-0009,IPTV,10.42,0.377,5.01,67.42,99.843,92.36
2026-01-15T00:00:00,2026-01-15,2026-01,Balikpapan,SITE-0010,Cloud Connectivity,34.09,0.58,9.53,63.48,99.513,83.98
2026-01-15T00:00:00,2026-01-15,2026-01,Jakarta,SITE-0011,Cloud Connectivity,37.29,0.174,3.51,69.03,99.052,89.96
2026-01-15T18:00:00,2026-01-15,2026-01,Bandung,SITE-0012,Fiber Internet,21.99,0.442,5.33,61.7,98.244,87.31
2026-01-15T18:00:00,2026-01-15,2026-01,Surabaya,SITE-0013,Mobile Broadband,5.0,0.586,7.21,49.67,98.41,88.68
2026-01-15T06:00:00,2026-01-15,2026-01,Medan,SITE-0014,Voice,17.97,0.11,5.65,77.0,99.023,91.88
2026-01-15T00:00:00,2026-01-15,2026-01,Makassar,SITE-0015,Mobile Broadband,35.57,0.232,4.48,57.59,99.198,89.28
2026-01-15T18:00:00,2026-01-15,2026-01,Semarang,SITE-0016,Enterprise VPN,28.56,0.14,8.21,56.52,99.761,89.23
2026-01-15T00:00:00,2026-01-15,2026-01,Yogyakarta,SITE-0017,IPTV,35.1,1.191,9.26,57.44,98.793,78.44
2026-01-15T06:00:00,2026-01-15,2026-01,Denpasar,SITE-0018,Cloud Connectivity,28.92,0.308,13.44,87.36,99.367,79.37
2026-01-15T12:00:00,2026-01-15,2026-01,Palembang,SITE-0019,Enterprise VPN,28.12,0.0,9.61,61.08,99.306,89.65
2026-01-15T18:00:00,2026-01-15,2026-01,Balikpapan,SITE-0020,Mobile Broadband,49.52,1.059,5.41,49.34,99.423,79.64
2026-01-15T00:00:00,2026-01-15,2026-01,Jakarta,SITE-0021,Enterprise VPN,38.21,0.676,2.39,62.03,97.944,83.24
2026-01-15T18:00:00,2026-01-15,2026-01,Bandung,SITE-0022,Mobile Broadband,40.54,0.941,2.62,59.67,99.268,83.73
2026-01-15T06:00:00,2026-01-15,2026-01,Surabaya,SITE-0023,Cloud Connectivity,40.74,0.543,4.31,55.54,98.646,84.89
2026-01-15T06:00:00,2026-01-15,2026-01,Medan,SITE-0024,Voice,33.15,0.0,7.16,59.83,98.714,89.23
2026-01-15T00:00:00,2026-01-15,2026-01,Makassar,SITE-0025,IPTV,51.31,0.813,6.16,65.98,99.844,80.88
2026-01-15T06:00:00,2026-01-15,2026-01,Semarang,SITE-0026,Enterprise VPN,31.24,0.737,8.72,61.55,98.949,83.54
2026-01-15T18:00:00,2026-01-15,2026-01,Yogyakarta,SITE-0027,IPTV,19.62,0.0,3.79,65.06,99.314,94.39
2026-01-15T18:00:00,2026-01-15,2026-01,Denpasar,SITE-0028,Voice,16.62,0.0,3.17,56.4,99.719,95.26
2026-01-15T00:00:00,2026-01-15,2026-01,Palembang,SITE-0029,Voice,21.76,0.682,3.86,61.96,98.841,88.02
2026-01-15T06:00:00,2026-01-15,2026-01,Balikpapan,SITE-0030,Enterprise VPN,31.11,0.453,1.35,58.47,98.187,87.59
2026-01-15T00:00:00,2026-01-15,2026-01,Jakarta,SITE-0031,Cloud Connectivity,29.8,0.711,11.02,67.09,99.644,82.89
2026-01-15T00:00:00,2026-01-15,2026-01,Bandung,SITE-0032,Enterprise VPN,24.8,0.711,17.63,50.97,99.172,80.16
2026-01-15T00:00:00,2026-01-15,2026-01,Surabaya,SITE-0033,Voice,20.45,0.342,0.5,62.61,98.914,93.05
2026-01-15T00:00:00,2026-01-15,2026-01,Medan,SITE-0034,Mobile Broadband,22.47,0.756,0.5,50.06,99.448,89.64
2026-01-15T00:00:00,2026-01-15,2026-01,Makassar,SITE-0035,Mobile Broadband,35.12,0.229,5.07,52.35,98.492,87.53
2026-01-15T18:00:00,2026-01-15,2026-01,Semarang,SITE-0036,Enterprise VPN,20.12,0.529,2.38,73.9,99.681,90.84
2026-01-15T18:00:00,2026-01-15,2026-01,Yogyakarta,SITE-0037,Cloud Connectivity,39.54,0.806,3.01,81.16,98.924,81.78
2026-01-15T00:00:00,2026-01-15,2026-01,Denpasar,SITE-0038,Enterprise VPN,10.07,1.031,4.53,60.23,98.787,86.81
2026-01-15T06:00:00,2026-01-15,2026-01,Palembang,SITE-0039,IPTV,18.58,0.108,3.8,58.49,98.969,93.6
2026-01-15T00:00:00,2026-01-15,2026-01,Balikpapan,SITE-0040,Voice,28.62,0.157,6.74,58.26,98.745,89.12
2026-01-15T18:00:00,2026-01-15,2026-01,Jakarta,SITE-0041,Cloud Connectivity,41.68,0.0,5.07,62.72,99.285,89.71
2026-01-15T06:00:00,2026-01-15,2026-01,Bandung,SITE-0042,Voice,30.4,0.0,6.07,54.85,98.919,90.95
2026-01-15T18:00:00,2026-01-15,2026-01,Surabaya,SITE-0043,Cloud Connectivity,15.85,0.895,5.08,49.77,99.305,87.19
2026-01-15T00:00:00,2026-01-15,2026-01,Medan,SITE-0044,Cloud Connectivity,29.41,0.0,8.82,68.92,99.403,89.86
2026-01-15T12:00:00,2026-01-15,2026-01,Makassar,SITE-0045,Fiber Internet,35.53,0.357,3.7,72.1,99.078,88.72
2026-01-15T06:00:00,2026-01-15,2026-01,Semarang,SITE-0046,Cloud Connectivity,23.83,0.623,1.54,51.52,99.957,89.88
2026-01-15T12:00:00,2026-01-15,2026-01,Yogyakarta,SITE-0047,Mobile Broadband,18.79,0.95,0.5,56.26,99.99,88.74
2026-01-15T06:00:00,2026-01-15,2026-01,Denpasar,SITE-0048,Voice,29.33,0.0,12.39,55.32,99.438,87.91
2026-01-15T06:00:00,2026-01-15,2026-01,Palembang,SITE-0049,IPTV,27.87,0.129,8.35,73.38,98.239,87.08
2026-01-15T18:00:00,2026-01-15,2026-01,Balikpapan,SITE-0050,Cloud Connectivity,24.0,0.359,16.93,70.52,99.157,83.5
2026-01-22T06:00:00,2026-01-22,2026-01,Jakarta,SITE-0001,IPTV,14.03,0.322,3.43,81.64,97.934,86.83
2026-01-22T18:00:00,2026-01-22,2026-01,Bandung,SITE-0002,Mobile Broadband,16.58,0.334,8.24,59.15,99.641,89.81
2026-01-22T06:00:00,2026-01-22,2026-01,Surabaya,SITE-0003,Fiber Internet,22.24,0.368,3.97,66.63,99.854,90.86
2026-01-22T12:00:00,2026-01-22,2026-01,Medan,SITE-0004,IPTV,13.74,0.439,4.46,74.06,98.613,90.4
2026-01-22T12:00:00,2026-01-22,2026-01,Makassar,SITE-0005,Fiber Internet,25.84,0.417,5.11,56.95,99.824,89.2
2026-01-22T12:00:00,2026-01-22,2026-01,Semarang,SITE-0006,Cloud Connectivity,18.79,0.0,10.17,67.91,99.491,91.02
2026-01-22T18:00:00,2026-01-22,2026-01,Yogyakarta,SITE-0007,IPTV,12.43,0.0,7.46,72.03,99.294,93.66
2026-01-22T12:00:00,2026-01-22,2026-01,Denpasar,SITE-0008,Fiber Internet,21.12,0.167,4.44,52.4,98.606,91.23
2026-01-22T06:00:00,2026-01-22,2026-01,Palembang,SITE-0009,IPTV,27.81,0.074,2.85,69.3,98.9,92.54
2026-01-22T06:00:00,2026-01-22,2026-01,Balikpapan,SITE-0010,Cloud Connectivity,29.39,0.61,3.65,53.84,98.87,87.43
2026-01-22T18:00:00,2026-01-22,2026-01,Jakarta,SITE-0011,Cloud Connectivity,40.36,0.627,2.02,59.83,99.411,86.61
2026-01-22T06:00:00,2026-01-22,2026-01,Bandung,SITE-0012,Fiber Internet,9.67,0.306,7.09,56.09,99.238,91.91
2026-01-22T00:00:00,2026-01-22,2026-01,Surabaya,SITE-0013,Mobile Broadband,22.96,0.136,0.5,59.82,98.907,94.23
2026-01-22T12:00:00,2026-01-22,2026-01,Medan,SITE-0014,Voice,52.96,1.038,1.15,40.41,99.673,81.53
2026-01-22T12:00:00,2026-01-22,2026-01,Makassar,SITE-0015,Mobile Broadband,25.0,0.497,1.57,75.18,99.836,90.58
2026-01-22T06:00:00,2026-01-22,2026-01,Semarang,SITE-0016,Enterprise VPN,22.14,0.264,3.87,60.61,99.12,91.78
2026-01-22T00:00:00,2026-01-22,2026-01,Yogyakarta,SITE-0017,IPTV,31.97,0.0,6.24,75.4,99.761,90.63
2026-01-22T06:00:00,2026-01-22,2026-01,Denpasar,SITE-0018,Cloud Connectivity,30.92,0.0,6.95,55.43,99.197,90.61
2026-01-22T18:00:00,2026-01-22,2026-01,Palembang,SITE-0019,Enterprise VPN,39.38,0.479,5.34,56.33,99.712,86.14
2026-01-22T00:00:00,2026-01-22,2026-01,Balikpapan,SITE-0020,Mobile Broadband,18.59,0.519,1.41,69.49,98.98,91.67
2026-01-22T06:00:00,2026-01-22,2026-01,Jakarta,SITE-0021,Enterprise VPN,25.32,0.732,1.34,55.69,98.64,87.77
2026-01-22T00:00:00,2026-01-22,2026-01,Bandung,SITE-0022,Mobile Broadband,11.86,0.0,4.92,69.34,99.383,95.16
2026-01-22T00:00:00,2026-01-22,2026-01,Surabaya,SITE-0023,Cloud Connectivity,31.01,0.106,2.96,57.24,99.205,91.95
2026-01-22T06:00:00,2026-01-22,2026-01,Medan,SITE-0024,Voice,30.38,0.2,5.58,68.16,98.681,88.91
2026-01-22T12:00:00,2026-01-22,2026-01,Makassar,SITE-0025,IPTV,29.54,0.115,0.73,57.77,99.16,93.36
2026-01-22T00:00:00,2026-01-22,2026-01,Semarang,SITE-0026,Enterprise VPN,33.12,0.386,7.62,48.37,99.101,86.76
2026-01-22T06:00:00,2026-01-22,2026-01,Yogyakarta,SITE-0027,IPTV,32.23,0.098,1.73,53.82,99.758,92.46
2026-01-22T12:00:00,2026-01-22,2026-01,Denpasar,SITE-0028,Voice,29.44,0.079,0.72,76.05,99.341,93.2
2026-01-22T00:00:00,2026-01-22,2026-01,Palembang,SITE-0029,Voice,33.95,0.547,3.47,70.86,99.36,87.6
2026-01-22T06:00:00,2026-01-22,2026-01,Balikpapan,SITE-0030,Enterprise VPN,44.56,0.428,6.86,67.85,99.141,84.78
2026-01-22T12:00:00,2026-01-22,2026-01,Jakarta,SITE-0031,Cloud Connectivity,26.36,0.821,0.89,46.04,99.195,88.19
2026-01-22T00:00:00,2026-01-22,2026-01,Bandung,SITE-0032,Enterprise VPN,39.4,0.289,10.19,46.36,99.027,84.99
2026-01-22T00:00:00,2026-01-22,2026-01,Surabaya,SITE-0033,Voice,18.97,0.578,6.25,60.87,99.99,88.53
2026-01-22T00:00:00,2026-01-22,2026-01,Medan,SITE-0034,Mobile Broadband,27.99,0.674,7.61,55.51,99.99,85.38
2026-01-22T18:00:00,2026-01-22,2026-01,Makassar,SITE-0035,Mobile Broadband,30.13,0.642,6.87,56.33,98.848,85.2
2026-01-22T00:00:00,2026-01-22,2026-01,Semarang,SITE-0036,Enterprise VPN,18.74,0.665,5.27,40.78,99.724,88.4
2026-01-22T00:00:00,2026-01-22,2026-01,Yogyakarta,SITE-0037,Cloud Connectivity,32.95,0.0,3.84,52.67,99.312,91.96
2026-01-22T06:00:00,2026-01-22,2026-01,Denpasar,SITE-0038,Enterprise VPN,33.71,0.438,11.31,61.54,98.932,84.01
2026-01-22T06:00:00,2026-01-22,2026-01,Palembang,SITE-0039,IPTV,32.34,0.0,3.99,54.16,97.913,88.72
2026-01-22T06:00:00,2026-01-22,2026-01,Balikpapan,SITE-0040,Voice,18.74,0.926,6.99,47.06,98.686,84.43
2026-01-22T06:00:00,2026-01-22,2026-01,Jakarta,SITE-0041,Cloud Connectivity,42.21,0.0,9.52,52.41,99.138,87.17
2026-01-22T06:00:00,2026-01-22,2026-01,Bandung,SITE-0042,Voice,26.35,0.0,6.62,66.26,99.313,91.61
2026-01-22T18:00:00,2026-01-22,2026-01,Surabaya,SITE-0043,Cloud Connectivity,43.76,0.192,0.5,48.57,99.662,90.31
2026-01-22T06:00:00,2026-01-22,2026-01,Medan,SITE-0044,Cloud Connectivity,9.97,0.175,8.35,59.46,98.954,92.08
2026-01-22T00:00:00,2026-01-22,2026-01,Makassar,SITE-0045,Fiber Internet,5.0,0.744,2.81,52.08,99.767,91.6
2026-01-22T06:00:00,2026-01-22,2026-01,Semarang,SITE-0046,Cloud Connectivity,42.13,0.117,8.97,70.73,98.718,85.7
2026-01-22T06:00:00,2026-01-22,2026-01,Yogyakarta,SITE-0047,Mobile Broadband,30.08,0.375,2.04,45.61,97.901,87.17
2026-01-22T18:00:00,2026-01-22,2026-01,Denpasar,SITE-0048,Voice,19.96,0.0,8.65,63.55,98.612,90.49
2026-01-22T06:00:00,2026-01-22,2026-01,Palembang,SITE-0049,IPTV,23.52,0.0,7.83,56.62,99.583,91.46
2026-01-22T18:00:00,2026-01-22,2026-01,Balikpapan,SITE-0050,Cloud Connectivity,25.28,0.0,6.57,54.9,99.061,91.84
